"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES"
"USW00094789","2020-01-11","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  139",",,W","   78",",,W","","","","","  100",",,W","10230",",,W","10237",",,W","  106",",,W","   80",",,W","","","","","","","","","   95",",,W","   87",",,W","  100",",,W","","","","","","","  190",",,W","  190",",,W","","","","","","","","","  130",",,W","  170",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-12","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    8",",,W,2400","    0",",,W,2400","    0",",,W,2400","  200",",,W","   61",",,W","","","","","   72",",,W","10190",",,W","10169",",,W","  106",",,W","   89",",,W","","","","","","","","","   67",",,W","   37",",,W","  100",",,W","","","","","","","  190",",,W","  180",",,W","","","","","","","","","  170",",,W","  215",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-13","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","   89",",,W","   17",",,W","","","","","   39",",,W","10291",",,W","10284",",,W","   50",",,W","   31",",,W","","","","","","","","","   89",",,W","   68",",,W","  100",",,W","","","","","","","   20",",,W","   20",",,W","","","","","","","","","   67",",,W","   81",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-14","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    8",",,W,2400","    0",",,W,2400","    0",",,W,2400","   78",",,W","   28",",,W","","","","","   44",",,W","10251",",,W","10251",",,W","   50",",,W","   23",",,W","","","","","","","","","   92",",,W","   66",",,W","  100",",,W","","","","","","","  100",",,W","   60",",,W","","","","","","","","","   58",",,W","   72",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-15","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  111",",,W","   44",",,W","","","","","   33",",,W","10207",",,W","10200",",,W","   61",",,W","   42",",,W","","","","","","","","","   77",",,W","   46",",,W","  100",",,W","","","","","","","  300",",,W","  310",",,W","","","","","","","","","   89",",,W","  112",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-16","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    8",",,W,2400","    0",",,W,2400","    0",",,W,2400","  100",",,W","   11",",,W","","","","","    6",",,W","10149",",,W","10135",",,W","   39",",,W","   98",",,W","","","","","","","","","   68",",,W","   42",",,W","  100",",,W","","","","","","","  330",",,W","  320",",,W","","","","","","","","","  183",",,W","  228",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-17","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   11",",,W","  -55",",,W","","","",""," -161",",,W","10349",",,W","10318",",,W","  -61",",,W","   96",",,W","","","","","","","","","   36",",,W","   24",",,W","   54",",,W","","","","","","","  320",",,W","  310",",,W","","","","","","","","","  192",",,W","  233",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-18","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","  147",",,W,2400","   41",",,W,2400","    0",",,W,2400","   39",",,W","  -66",",,W","","","","","  -78",",,W","10271",",,W","10251",",,W","  -33",",,W","   47",",,W","","","","","","","","","   71",",,W","   36",",,W","  100",",,W","","","","","","","  250",",,W","  240",",,W","","","","","","","","","  116",",,W","  139",",,W","","","","","    1",",,W","    1",",,W","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-19","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0","T,,W,2400","    0",",,W,2400","    0","T,,W,2400","   78",",,W","  -16",",,W","","","","","  -28",",,W","","","","","   11",",,W","   73",",,W","","","","","","","","","   65",",,W","   45",",,W","  100",",,W","","","","","","","  310",",,W","  310",",,W","","","","","","","","","  130",",,W","  152",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-20","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","    6",",,W","  -66",",,W","","","",""," -150",",,W","10244",",,W","10220",",,W","  -61",",,W","   81",",,W","","","","","","","","","   41",",,W","   26",",,W","   57",",,W","","","","","","","  310",",,W","  320",",,W","","","","","","","","","  130",",,W","  165",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-21","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   11",",,W","  -71",",,W","","","",""," -128",",,W","10308",",,W","10301",",,W","  -56",",,W","   40",",,W","","","","","","","","","   48",",,W","   33",",,W","   68",",,W","","","","","","","  330",",,W","  320",",,W","","","","","","","","","   81",",,W","   98",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-22","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   33",",,W","  -55",",,W","","","","","  -78",",,W","10312",",,W","10301",",,W","  -28",",,W","   17",",,W","","","","","","","","","   62",",,W","   48",",,W","   73",",,W","","","","","","","  220",",,W","  200",",,W","","","","","","","","","   45",",,W","   58",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-23","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   67",",,W","  -32",",,W","","","","","  -28",",,W","10291",",,W","10284",",,W","    0",",,W","   29",",,W","","","","","","","","","   70",",,W","   47",",,W","   88",",,W","","","","","","","  220",",,W","  230",",,W","","","","","","","","","   54",",,W","   58",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-24","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  117",",,W","  -10",",,W","","","","","  -11",",,W","10274",",,W","10268",",,W","   28",",,W","   26",",,W","","","","","","","","","   70",",,W","   27",",,W","   97",",,W","","","","","","","   60",",,W","  100",",,W","","","","","","","","","   58",",,W","   72",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-25","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","  226",",,W,2400","    0",",,W,2400","    0",",,W,2400","  100",",,W","   28",",,W","","","","","   61",",,W","10139",",,W","10146",",,W","   61",",,W","   75",",,W","","","","","","","","","   97",",,W","   89",",,W","  100",",,W","","","","","","","  100",",,W","   90",",,W","","","","","","","","","  148",",,W","  201",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-26","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   89",",,W","   22",",,W","","","","","    6",",,W","10091",",,W","10081",",,W","   33",",,W","   60",",,W","","","","","","","","","   73",",,W","   50",",,W","  100",",,W","","","","","","","  270",",,W","  270",",,W","","","","","","","","","  103",",,W","  125",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-27","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   72",",,W","   17",",,W","","","","","  -11",",,W","10064",",,W","10058",",,W","   22",",,W","   64",",,W","","","","","","","","","   66",",,W","   51",",,W","   76",",,W","","","","","","","  310",",,W","  320",",,W","","","","","","","","","   94",",,W","  116",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-28","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   72",",,W","   28",",,W","","","","","  -33",",,W","10102",",,W","10085",",,W","   17",",,W","   80",",,W","","","","","","","","","   58",",,W","   51",",,W","   65",",,W","","","","","","","  320",",,W","  310",",,W","","","","","","","","","  112",",,W","  143",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-29","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   50",",,W","  -16",",,W","","","","","  -78",",,W","10183",",,W","10163",",,W","  -11",",,W","   64",",,W","","","","","","","","","   49",",,W","   36",",,W","   58",",,W","","","","","","","  330",",,W","  320",",,W","","","","","","","","","  103",",,W","  139",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-30","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   28",",,W","  -43",",,W","","","","","  -67",",,W","10264",",,W","10251",",,W","  -28",",,W","   30",",,W","","","","","","","","","   64",",,W","   50",",,W","   75",",,W","","","","","","","  360",",,W","   10",",,W","","","","","","","","","   72",",,W","   89",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-01-31","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    5",",,W,2400","    0",",,W,2400","    0",",,W,2400","   72",",,W","    0",",,W","","","","","    6",",,W","10257",",,W","10257",",,W","   22",",,W","   27",",,W","","","","","","","","","   80",",,W","   71",",,W","  100",",,W","","","","","","","  100",",,W","   90",",,W","","","","","","","","","   58",",,W","   63",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-02-01","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","   10",",,W,2400","    0",",,W,2400","    0",",,W,2400","   61",",,W","   17",",,W","","","","","   33",",,W","10125",",,W","10132",",,W","   39",",,W","   17",",,W","","","","","","","","","   95",",,W","   85",",,W","  100",",,W","","","","","","","  310",",,W","  300",",,W","","","","","","","","","   40",",,W","   49",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-02-02","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    3",",,W,2400","    0",",,W,2400","    0",",,W,2400","   67",",,W","  -16",",,W","","","","","    6",",,W","10027",",,W","10020",",,W","   22",",,W","   45",",,W","","","","","","","","","   83",",,W","   56",",,W","  100",",,W","","","","","","","  240",",,W","  240",",,W","","","","","","","","","  112",",,W","  130",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-02-03","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  128",",,W","   22",",,W","","","","","   28",",,W","10095",",,W","10078",",,W","   50",",,W","   46",",,W","","","","","","","","","   75",",,W","   52",",,W","   93",",,W","","","","","","","  240",",,W","  230",",,W","","","","","","","","","   89",",,W","  107",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-02-04","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    8",",,W,2400","    0",",,W,2400","    0",",,W,2400","  117",",,W","   39",",,W","","","","","   61",",,W","10091",",,W","10088",",,W","   72",",,W","   22",",,W","","","","","","","","","   87",",,W","   77",",,W","   96",",,W","","","","","","","  190",",,W","  190",",,W","","","","","","","","","   63",",,W","   72",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-02-05","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  106",",,W","   39",",,W","","","","","  -22",",,W","10152",",,W","10139",",,W","   22",",,W","   44",",,W","","","","","","","","","   61",",,W","   38",",,W","   89",",,W","","","","","","","  340",",,W","  350",",,W","","","","","","","","","  107",",,W","  130",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-02-06","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","  178",",,W,2400","    0",",,W,2400","    0",",,W,2400","   61",",,W","   28",",,W","","","","","   39",",,W","10030",",,W","10041",",,W","   44",",,W","   36",",,W","","","","","","","","","   95",",,W","   89",",,W","   97",",,W","","","","","","","  100",",,W","  110",",,W","","","","","","","","","   94",",,W","  107",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-02-07","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","   71",",,W,2400","    0",",,W,2400","    0",",,W,2400","  122",",,W","    6",",,W","","","","","   17",",,W"," 9909",",,W"," 9881",",,W","   39",",,W","   88",",,W","","","","","","","","","   79",",,W","   46",",,W","  100",",,W","","","","","","","  250",",,W","  250",",,W","","","","","","","","","  219",",,W","  264",",,W","","","","","    1",",,W","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-02-08","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   61",",,W","  -10",",,W","","","","","  -78",",,W","10213",",,W","10183",",,W","  -17",",,W","   63",",,W","","","","","","","","","   50",",,W","   40",",,W","   82",",,W","","","","","","","  300",",,W","  290",",,W","","","","","","","","","  130",",,W","  170",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-02-09","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   83",",,W","  -16",",,W","","","","","  -17",",,W","10315",",,W","10305",",,W","   17",",,W","   48",",,W","","","","","","","","","   69",",,W","   56",",,W","   88",",,W","","","","","","","  190",",,W","  190",",,W","","","","","","","","","  103",",,W","  121",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-02-10","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","   97",",,W,2400","    0",",,W,2400","    0",",,W,2400","   83",",,W","   56",",,W","","","","","   44",",,W","10220",",,W","10210",",,W","   56",",,W","   59",",,W","","","","","","","","","   87",",,W","   71",",,W","  100",",,W","","","","","","","  190",",,W","  180",",,W","","","","","","","","","  103",",,W","  121",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-02-11","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","   84",",,W,2400","    0",",,W,2400","    0",",,W,2400","   94",",,W","   61",",,W","","","","","   61",",,W","10135",",,W","10132",",,W","   72",",,W","   37",",,W","","","","","","","","","   89",",,W","   63",",,W","  100",",,W","","","","","","","  310",",,W","  310",",,W","","","","","","","","","  103",",,W","  130",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-02-12","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","   30",",,W,2400","    0",",,W,2400","    0",",,W,2400","   72",",,W","   33",",,W","","","","","  -39",",,W","10203",",,W","10190",",,W","   17",",,W","   65",",,W","","","","","","","","","   55",",,W","   40",",,W","   89",",,W","","","","","","","  310",",,W","  310",",,W","","","","","","","","","  134",",,W","  170",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-02-13","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","   79",",,W,2400","    0",",,W,2400","    0",",,W,2400","   67",",,W","   22",",,W","","","","","   22",",,W","10075",",,W","10064",",,W","   39",",,W","   37",",,W","","","","","","","","","   86",",,W","   60",",,W","   97",",,W","","","","","","","  300",",,W","  290",",,W","","","","","","","","","  116",",,W","  152",",,W","","","","","    1",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-02-14","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","   44",",,W","  -71",",,W","","","",""," -122",",,W","10254",",,W","10220",",,W","  -39",",,W","   78",",,W","","","","","","","","","   42",",,W","   29",",,W","   70",",,W","","","","","","","  320",",,W","  320",",,W","","","","","","","","","  134",",,W","  161",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094789","2020-02-15","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  -10",",,W","  -99",",,W","","","",""," -133",",,W","10345",",,W","10349",",,W","  -72",",,W","   50",",,W","","","","","","","","","   53",",,W","   35",",,W","   69",",,W","","","","","","","  220",",,W","  230",",,W","","","","","","","","","  103",",,W","  121",",,W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
